Game_ID,Usuario,Rating_Usuario,Apertura,Color,Fin_Teoria,ACL_Post_Teo,Victoria,Accuracy,acl_winsorized,accuracy_game,AccAjustada,teoria_norm,game_prep_score,game_risk_index,is_theory_expert,is_feeling_natural,is_critical_point,color_bin,win_rate_user,avg_teoria_user,avg_acl_user,std_acl_user,n_games_user,accuracy_user,consistency_score,delta_acl_vs_user,nivel_3class,nivel_num
L2hoRSu4,tecojoytetruqueo,2360,English Defense,Negras,7,,1.0,100.0,,100.0,93.0,0.4666666666666667,0.4667,0.0,0,0,0,0,0.5833333333333334,11.104761904761904,118.84,101.14858377654133,210,98.54495238095238,0.14886752124124714,,avanzado,0.744
sTGsikzj,tecojoytetruqueo,2360,Van't Kruijs Opening,Blancas,8,,0.5,100.0,,100.0,92.0,0.5333333333333333,0.5333,0.0,0,0,0,1,0.5833333333333334,11.104761904761904,118.84,101.14858377654133,210,98.54495238095238,0.14886752124124714,,avanzado,0.744
mTwHkZmC,tecojoytetruqueo,2360,Horwitz Defense,Negras,10,,0.0,100.0,,100.0,90.0,0.6666666666666666,0.6667,0.0,1,0,0,0,0.5833333333333334,11.104761904761904,118.84,101.14858377654133,210,98.54495238095238,0.14886752124124714,,avanzado,0.744
8vzwS2bl,tecojoytetruqueo,2360,Hungarian Opening,Blancas,5,,1.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,1,0.5833333333333334,11.104761904761904,118.84,101.14858377654133,210,98.54495238095238,0.14886752124124714,,avanzado,0.744
qI1UtUoe,tecojoytetruqueo,2360,Valencia Opening,Blancas,8,,1.0,100.0,,100.0,92.0,0.5333333333333333,0.5333,0.0,0,0,0,1,0.5833333333333334,11.104761904761904,118.84,101.14858377654133,210,98.54495238095238,0.14886752124124714,,avanzado,0.744
WysY5ZAO,tecojoytetruqueo,2360,Sicilian Defense,Blancas,13,,1.0,100.0,,100.0,87.0,0.8666666666666667,0.8667,0.0,1,0,0,1,0.5833333333333334,11.104761904761904,118.84,101.14858377654133,210,98.54495238095238,0.14886752124124714,,avanzado,0.744
h9f7o1Ee,MarkZela,1790,Scandinavian Defense,Negras,15,,0.0,100.0,,100.0,85.0,1.0,1.0,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
mA7YhTWV,MarkZela,1790,Polish Opening,Blancas,4,,1.0,100.0,,100.0,96.0,0.26666666666666666,0.2667,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
3g9m7gLt,MarkZela,1790,Réti Opening,Negras,7,,0.0,100.0,,100.0,93.0,0.4666666666666667,0.4667,0.0,0,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
jByxyL3O,MarkZela,1790,Nimzo-Larsen Attack,Negras,8,,0.0,100.0,,100.0,92.0,0.5333333333333333,0.5333,0.0,0,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
OhuuzDMN,MarkZela,1790,Polish Opening,Blancas,5,,0.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
DWdEIYxT,MarkZela,1790,Queen's Gambit Accepted,Negras,11,,1.0,100.0,,100.0,89.0,0.7333333333333333,0.7333,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
WY2iI4vW,MarkZela,1790,Polish Opening,Blancas,4,,0.0,100.0,,100.0,96.0,0.26666666666666666,0.2667,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
wIkqmUeI,MarkZela,1790,Polish Opening,Blancas,4,,0.5,100.0,,100.0,96.0,0.26666666666666666,0.2667,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
kqzEQVcQ,MarkZela,1790,Queen's Gambit Declined,Negras,15,,0.0,100.0,,100.0,85.0,1.0,1.0,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
RVfrwmWX,MarkZela,1790,Queen's Pawn Game,Negras,9,,0.0,100.0,,100.0,91.0,0.6,0.6,0.0,0,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
yNMz3Swu,MarkZela,1790,Polish Opening,Blancas,3,,1.0,100.0,,100.0,97.0,0.2,0.2,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
wxn5HhSL,MarkZela,1790,Polish Opening,Blancas,3,,1.0,100.0,,100.0,97.0,0.2,0.2,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
dV07phVX,MarkZela,1790,Scandinavian Defense,Negras,12,,0.5,100.0,,100.0,88.0,0.8,0.8,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
yEokMHo3,MarkZela,1790,Bird Opening,Negras,5,,0.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
I2pwAEDW,MarkZela,1790,Polish Opening,Blancas,3,,0.0,100.0,,100.0,97.0,0.2,0.2,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
WRhmc2R4,MarkZela,1790,Bird Opening,Negras,6,,0.5,100.0,,100.0,94.0,0.4,0.4,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
hV0ecrrp,MarkZela,1790,Queen's Pawn Game,Negras,5,,1.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
aYOUaw6J,MarkZela,1790,Old Indian Defense,Negras,5,,0.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
ps5mlx6o,MarkZela,1790,Polish Opening,Blancas,6,,0.0,100.0,,100.0,94.0,0.4,0.4,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
3NmzkgDf,MarkZela,1790,Scandinavian Defense,Negras,12,,0.0,100.0,,100.0,88.0,0.8,0.8,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
PuhpxA6F,MarkZela,1790,Polish Opening,Blancas,6,,1.0,100.0,,100.0,94.0,0.4,0.4,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
Flj1memb,MarkZela,1790,Scandinavian Defense,Negras,8,,0.0,100.0,,100.0,92.0,0.5333333333333333,0.5333,0.0,0,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
BrlS3u1Y,MarkZela,1790,Polish Opening,Blancas,7,,0.0,100.0,,100.0,93.0,0.4666666666666667,0.4667,0.0,0,0,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
S0DN8AH8,MarkZela,1790,Scandinavian Defense,Negras,6,,1.0,100.0,,100.0,94.0,0.4,0.4,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
DI1nt8lO,MarkZela,1790,Polish Opening,Blancas,4,,0.0,100.0,,100.0,96.0,0.26666666666666666,0.2667,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
AYzFhHce,MarkZela,1790,Scandinavian Defense,Negras,5,,0.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
zqZyRRmG,MarkZela,1790,Scandinavian Defense,Negras,9,,0.0,100.0,,100.0,91.0,0.6,0.6,0.0,0,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
FPk65z3S,MarkZela,1790,Polish Opening,Blancas,4,,0.0,100.0,,100.0,96.0,0.26666666666666666,0.2667,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
3zqHgoXJ,MarkZela,1790,Scandinavian Defense,Negras,14,,1.0,100.0,,100.0,86.0,0.9333333333333333,0.9333,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
JTCBMxxL,MarkZela,1790,Scandinavian Defense,Negras,15,,0.0,100.0,,100.0,85.0,1.0,1.0,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
U5nyzScZ,MarkZela,1790,Polish Opening,Blancas,5,,0.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
kNXsKaC8,MarkZela,1790,Scandinavian Defense,Negras,14,,1.0,100.0,,100.0,86.0,0.9333333333333333,0.9333,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
H7DhB9lR,MarkZela,1790,Blackmar-Diemer Gambit,Negras,4,,1.0,100.0,,100.0,96.0,0.26666666666666666,0.2667,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
3L6IL8Lx,MarkZela,1790,Polish Opening,Blancas,5,,0.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
IsPlDo40,MarkZela,1790,Polish Opening,Blancas,5,,1.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
GgAMCyt5,MarkZela,1790,Scandinavian Defense,Negras,6,,1.0,100.0,,100.0,94.0,0.4,0.4,0.0,0,1,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
AKeMTg2o,MarkZela,1790,Polish Opening,Blancas,7,,1.0,100.0,,100.0,93.0,0.4666666666666667,0.4667,0.0,0,0,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
RvOC2iui,MarkZela,1790,Rapport-Jobava System,Negras,12,,1.0,100.0,,100.0,88.0,0.8,0.8,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
YMLvqo9Q,MarkZela,1790,Polish Opening,Blancas,10,,1.0,100.0,,100.0,90.0,0.6666666666666666,0.6667,0.0,1,0,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
o7L0D0IH,MarkZela,1790,Scandinavian Defense,Negras,12,,1.0,100.0,,100.0,88.0,0.8,0.8,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
NCXtN62m,MarkZela,1790,Polish Opening,Blancas,7,,0.0,100.0,,100.0,93.0,0.4666666666666667,0.4667,0.0,0,0,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
IeXLW6FV,MarkZela,1790,Polish Opening,Blancas,3,,0.0,100.0,,100.0,97.0,0.2,0.2,0.0,0,1,0,1,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
R7Rax3t8,MarkZela,1790,Scandinavian Defense,Negras,15,,1.0,100.0,,100.0,85.0,1.0,1.0,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
VIPl9mD9,MarkZela,1790,Queen's Pawn Game,Negras,15,,0.5,100.0,,100.0,85.0,1.0,1.0,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
8zqSkmmI,MarkZela,1790,Queen's Pawn Game,Negras,11,,1.0,100.0,,100.0,89.0,0.7333333333333333,0.7333,0.0,1,0,0,0,0.44416243654822335,7.9543147208121825,,0.0,197,100.0,,,intermedio,0.516
jRjmSfiq,NZ40Tedds,2052,Van't Kruijs Opening,Blancas,5,,1.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,1,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
g5PgBsvu,NZ40Tedds,2052,French Defense,Negras,5,,0.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,0,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
HtAhVRnh,NZ40Tedds,2052,Queen's Pawn Game,Blancas,5,,1.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,1,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
3PVcnEu4,NZ40Tedds,2052,Van't Kruijs Opening,Blancas,4,,0.5,100.0,,100.0,96.0,0.26666666666666666,0.2667,0.0,0,1,0,1,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
CfOTgyU5,NZ40Tedds,2052,Englund Gambit Declined,Blancas,6,,1.0,100.0,,100.0,94.0,0.4,0.4,0.0,0,1,0,1,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
sDXpEA9l,NZ40Tedds,2052,Queen's Pawn Game,Negras,8,,1.0,100.0,,100.0,92.0,0.5333333333333333,0.5333,0.0,0,0,0,0,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
eR08whio,NZ40Tedds,2052,French Defense,Negras,5,,1.0,100.0,,100.0,95.0,0.3333333333333333,0.3333,0.0,0,1,0,0,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
oJ3jS5ne,NZ40Tedds,2052,French Defense,Negras,12,,1.0,100.0,,100.0,88.0,0.8,0.8,0.0,1,0,0,0,0.7219387755102041,6.892857142857143,,0.0,196,100.0,,,avanzado,0.6208
