resource_id,source,title,url,resource_type,format,course_type,openings,color,author,author_title,level_min,level_max,level_tier,duration_min,price_eur,is_free,has_video,has_pgn,has_exercises,has_spaced_rep,rating_score,views_yt,pub_date,description,level_tier_original,level_tier_source,level_tier_new
mc__dreev_deep_caro_kann_repertoire_for_blac,modern_chess,Dreev Deep Caro-Kann - Repertoire for Black after 1.e4 c6 2.Nf3,https://www.modern-chess.com/course/dreev-deep-caro-kann-repertoire-for-black-after-1-e4-c6-2-nf3/58916/,course,video,opening,Caro-Kann Defense|1.e4,Black,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,154.0,,0,1,1.0,1.0,1.0,,,,"May 5, 2026Caro-Kann Defense1.e4",intermediate,fallback_lmin,intermediate
mc__dragon_for_black,modern_chess,Dragon for BlackPremiumDiscounted,https://www.modern-chess.com/course/dragon-for-black/18883/,course,video,opening,Sicilian Defense|1.e4,Black,GMSina Movahed,GM,2300.0,3000.0,expert,251.0,,0,1,1.0,1.0,1.0,,,,"For decades, the Dragon existed in uncertain territory—too dangerous to die, too sharp to be trusted. Bobby Fischer declared it lost. Yet there were always believers, grandmasters who saw something the verdict missed. Now, with modern chess engines rewriting opening theory, those believers are prove",expert,range_only,expert
mc__chebanenko_slav_for_black_part_1,modern_chess,Chebanenko Slav for Black - Part 1,https://www.modern-chess.com/course/chebanenko-slav-for-black-part-1/68850/,course,video,opening,Slav Defense|1.d4,Black,"GMPier Luigi Basso, GMVladimir Malakhov",GM,2300.0,3000.0,expert,169.0,,0,1,1.0,1.0,1.0,,,,"May 3, 2026Slav Defense1.d4",expert,range_only,expert
mc__inside_your_games_edition_4,modern_chess,Inside Your Games - Edition 4,https://www.modern-chess.com/course/inside-your-games-edition-4/28817/,course,video,general,,Both,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,230.0,,0,1,1.0,1.0,0.0,,,,"The fourth installment of GM Ioannis Papaioannou's Inside Your Games series is now available — and it begins with an unusual editorial choice. The games analyzed in this course were not selected because they are beautiful, technically clean, or theoretically important. They were selected because the",intermediate,fallback_lmin,intermediate
mc__1_d4_nf6_2_nf3_g6_3_nbd2_deep_understand,modern_chess,1.d4 Nf6 2.Nf3 g6 3.Nbd2 - Deep Understanding,https://www.modern-chess.com/course/1-d4-nf6-2-nf3-g6-3-nbd2-deep-understanding/78784/,course,video,opening,King%27s Indian Defense|Gruenfeld Defense|Pirc Defense|Philidor Defense|1.e4,Both,GMIoannis Papaioannou,GM,1800.0,2300.0,advanced,630.0,,0,1,1.0,0.0,0.0,,,,"GM Ioannis Papaioannou presents a complete White repertoire after 1.d4 Nf6 2.Nf3, built around the flexible 3.Nbd2 system that bypasses the King's Indian and Grünfeld theoretical battlefronts in favor of strategically rich positions where understanding outweighs memorization. Across seven lessons th",advanced,range_only,advanced
mc__french_steinitz_with_rb8_repertoire_for_,modern_chess,French Steinitz with ...Rb8 - Repertoire for BlackPremiumDiscounted,https://www.modern-chess.com/course/french-steinitz-with-rb8-repertoire-for-black/38751/,course,video,opening,French Defense|1.e4,Black,"GMPier Luigi Basso, GMSzymon Gumularz",GM,1200.0,3000.0,intermediate,219.0,,0,1,1.0,1.0,1.0,,,,"May 1, 2026French Defense1.e4",intermediate,fallback_lmin,intermediate
mc__kings_indian_defense_repertoire_for_blac,modern_chess,King's Indian Defense: Repertoire for Black - Part 2,https://www.modern-chess.com/course/kings-indian-defense-repertoire-for-black-part-2/88718/,course,video,opening,King%27s Indian Defense,Black,"GMAndrea Stella, GMBaadur Jobava",GM,1200.0,3000.0,intermediate,214.0,,0,1,1.0,1.0,1.0,,,,"April 30, 2026King's Indian Defense",intermediate,fallback_lmin,intermediate
mc__french_defense_middlegame_understanding_,modern_chess,"French Defense - Middlegame Understanding: Open, Closed, and Gambit Structures",https://www.modern-chess.com/course/french-defense-middlegame-understanding-open-closed-and-gambit-structures/48685/,course,video,opening,,Both,GMDavorin Kuljasevic,GM,1200.0,3000.0,intermediate,222.0,,0,1,1.0,1.0,0.0,,,,"The second part of GM Davorin Kuljasevic's Understanding the French project is now available. The first course — Understanding the French Defense: Middlegame Structures and Strategy — covered Classical and Winawer structures, the two pawn-structure families that arise from the most theoretically den",intermediate,fallback_lmin,intermediate
mc__1_nf3_nf6_2_g3_g6_3_c4_a_flexible_repert,modern_chess,1.Nf3 Nf6 2.g3 g6 3.c4: A Flexible Repertoire for White,https://www.modern-chess.com/course/1-nf3-nf6-2-g3-g6-3-c4-a-flexible-repertoire-for-white/98652/,course,video,opening,Reti Opening|1.Nf3,White,GMSina Movahed,GM,1200.0,3000.0,intermediate,148.0,,0,1,1.0,1.0,1.0,,,,"This flexible system, anchored by the move order 1.Nf3 Nf6 2.g3 g6 3.c4, transforms what is often seen as a vague “less concrete” approach into a practical weapon offering positional safety, easy learning, and rich middlegame play without the heavy memorization of mainline theory. GM Sina Movahed’s ",intermediate,fallback_lmin,intermediate
mc__sveshnikov_sicilian_for_white_top_level_,modern_chess,Sveshnikov Sicilian for White - Top-Level Repertoire,https://www.modern-chess.com/course/sveshnikov-sicilian-for-white-top-level-repertoire/58619/,course,video,opening,Sicilian Defense|1.e4,White,"IMDragos Ceres, GMJose Martinez Alcantara",GM,1200.0,3000.0,intermediate,300.0,,0,1,1.0,1.0,1.0,,,,"April 28, 2026Sicilian Defense1.e4",intermediate,fallback_lmin,intermediate
mc__beating_the_pirc_a_complete_repertoire_f,modern_chess,Beating the Pirc - A Complete Repertoire for White,https://www.modern-chess.com/course/beating-the-pirc-a-complete-repertoire-for-white/18586/,course,video,opening,Pirc Defense|1.e4,White,"GMMichael Roiz, GMPetar G. Arnaudov",GM,1200.0,3000.0,intermediate,75.0,,0,1,1.0,1.0,1.0,,,,"April 27, 2026Pirc Defense1.e4",intermediate,fallback_lmin,intermediate
mc__carlsbad_structure_for_white_part_2,modern_chess,Carlsbad Structure for White - Part 2,https://www.modern-chess.com/course/carlsbad-structure-for-white-part-2/68553/,course,video,opening,Queen%27s Gambit Declined|1.d4,White,"GMLuca Moroni, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,180.0,,0,1,1.0,1.0,1.0,,,,"April 26, 2026Queen's Gambit Declined1.d4",intermediate,fallback_lmin,intermediate
mc__play_the_sicilian_kalashnikov,modern_chess,Play the Sicilian Kalashnikov,https://www.modern-chess.com/course/play-the-sicilian-kalashnikov/28520/,course,video,opening,Sicilian Defense|1.e4,Both,"IMNikola Nikolovski, GMVladimir Georgiev",GM,1200.0,3000.0,intermediate,331.0,,0,1,1.0,1.0,1.0,,,,"April 25, 2026Sicilian Defense1.e4",intermediate,fallback_lmin,intermediate
mc__positional_slav_for_white_part_1,modern_chess,Positional Slav for White – Part 1,https://www.modern-chess.com/course/positional-slav-for-white-part-1/78487/,course,video,opening,Slav Defense|1.d4,White,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,167.0,,0,1,1.0,1.0,1.0,,,,"April 24, 2026Slav Defense1.d4",intermediate,fallback_lmin,intermediate
mc__arsenal_for_black_for_classical_spanish_,modern_chess,Arsenal for Black for Classical Spanish PlayersArsenal,https://www.modern-chess.com/course/arsenal-for-black-for-classical-spanish-players/38454/,course,video,opening,Ruy Lopez|1.e4,Black,"GMBaadur Jobava, GMRodrigo Vasquez",GM,1200.0,3000.0,intermediate,167.0,,0,1,1.0,1.0,1.0,,,,"April 23, 2026Ruy Lopez1.e4",intermediate,fallback_lmin,intermediate
mc__caro_kann_defense_according_to_idani_fig,modern_chess,Caro-Kann Defense According to Idani - Fight the Advance VariationPremiumDiscounted,https://www.modern-chess.com/course/caro-kann-defense-according-to-idani-fight-the-advance-variation/88421/,course,video,opening,Caro-Kann Defense|1.e4,Both,GMPouya Idani,GM,1200.0,3000.0,intermediate,237.0,,0,1,1.0,1.0,1.0,,,,"When GM Pouya Idani sought a reliable weapon to complement his Najdorf repertoire, he turned not to the main-line Caro-Kann systems burdened by heavy theory, but to the dynamic 3...c5 against the Advance Variation. His reasoning was clear: less memorisation, more fighting chess, and practical winnin",intermediate,fallback_lmin,intermediate
mc__queens_gambit_declined_arsenal_for_black,modern_chess,Queen's Gambit Declined - Arsenal for BlackArsenal,https://www.modern-chess.com/course/queens-gambit-declined-arsenal-for-black/48388/,course,video,opening,Queen%27s Gambit Declined|1.d4,Black,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,1800.0,intermediate,,,0,1,1.0,1.0,1.0,,,,"April 21, 2026Queen's Gambit Declined1.d4",intermediate,range_only,intermediate
mc__the_catalan_with_4_be7_for_black_a_relia,modern_chess,The Catalan with 4...Be7 for Black - A Reliable System,https://www.modern-chess.com/course/the-catalan-with-4-be7-for-black-a-reliable-system/98355/,course,video,opening,Catalan Opening|1.d4,Black,GMMahammad Muradli,GM,1200.0,3000.0,intermediate,136.0,,0,1,1.0,1.0,1.0,,,,"The course's central idea is deceptively simple. After 1.d4 d5 2.c4 e6 3.Nf3 Nf6 4.g3 Be7 5.Bg2 0-0, Black's setup is so structurally clean that White must decide between accepting equality or overextending in search of an advantage. Muradli explains: ""This is exactly the kind of line that Black may",intermediate,fallback_lmin,intermediate
mc__caro_kann_classical_variation_understand,modern_chess,Caro-Kann Classical Variation - Understand the Pawn Structures,https://www.modern-chess.com/course/caro-kann-classical-variation-understand-the-pawn-structures/58322/,course,video,opening,Caro-Kann Defense|1.e4,Both,"GMPier Luigi Basso, GMVladimir Malakhov",GM,1200.0,3000.0,intermediate,344.0,,0,1,1.0,1.0,1.0,,,,"April 19, 2026Caro-Kann Defense1.e4",intermediate,fallback_lmin,intermediate
mc__the_art_of_the_positional_sacrifice,modern_chess,The Art of the Positional Sacrifice,https://www.modern-chess.com/course/the-art-of-the-positional-sacrifice/18289/,course,video,middlegame,,Both,GMIoannis Papaioannou,GM,1800.0,2300.0,advanced,360.0,,0,1,1.0,1.0,0.0,,,,"While many players associate sacrifices with direct attacks and tactical combinations, this course focuses on a different and more sophisticated idea — giving up material for long-term positional domination. These decisions are not based on immediate calculation of forced lines, but on a deep unders",advanced,range_only,advanced
mc__1_nf3_d5_2_g3_system_flexible_setup_for_,modern_chess,1.Nf3 d5 2.g3 System - Flexible Setup for White - Part 2,https://www.modern-chess.com/course/1-nf3-d5-2-g3-system-flexible-setup-for-white-part-2/68256/,course,video,opening,Reti Opening|1.Nf3,White,"GMAndrea Stella, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,266.0,,0,1,1.0,1.0,1.0,,,,"April 17, 2026Reti Opening1.Nf3",intermediate,fallback_lmin,intermediate
mc__looking_for_options_and_defensive_calcul,modern_chess,Looking for Options and Defensive Calculation,https://www.modern-chess.com/course/looking-for-options-and-defensive-calculation/28223/,course,video,tactics,,Both,GMSwapnil Dhopade,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,1.0,0.0,,,,"GM Swapnil Dhopade’s February Tactical Thursday course focuses on one of the most underdeveloped skills in practical chess: defensive thinking and resourcefulness under pressure.While most players associate calculation with attacking play—forcing sequences, combinations, and material gains—this cour",intermediate,fallback_lmin,intermediate
mc__endgame_calculation_and_the_method_of_el,modern_chess,Endgame Calculation and the Method of Elimination,https://www.modern-chess.com/course/endgame-calculation-and-the-method-of-elimination/78190/,course,video,endgame,,Both,GMSwapnil Dhopade,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,1.0,0.0,,,,"GM Swapnil Dhopade’s December Tactical Thursday course focuses on a highly practical and often underestimated aspect of chess improvement: calculation in the endgame.Many players approach the endgame primarily as a theoretical phase. However, a central idea of this course is that a large number of e",intermediate,fallback_lmin,intermediate
mc__french_tarrasch_for_black,modern_chess,French Tarrasch for Black,https://www.modern-chess.com/course/french-tarrasch-for-black/38157/,course,video,opening,French Defense|1.e4,Black,"GMPier Luigi Basso, GMSzymon Gumularz",GM,1200.0,3000.0,intermediate,,,0,1,1.0,1.0,1.0,,,,"April 15, 2026French Defense1.e4",intermediate,fallback_lmin,intermediate
mc__the_classical_sicilian_for_black_a_compl,modern_chess,The Classical Sicilian for Black: A Complete and Practical RepertoirePremiumDiscounted,https://www.modern-chess.com/course/the-classical-sicilian-for-black-a-complete-and-practical-repertoire/88124/,course,video,opening,Sicilian Defense|1.e4,Black,GMAydin Suleymanli,GM,1200.0,3000.0,intermediate,267.0,,0,1,1.0,1.0,1.0,,,,"The Classical Sicilian — 2...d6, 3...Nf6, 5...Nc6 — has defined world championship chess for decades. Magnus Carlsen wielded it to reach the top. Vladimir Kramnik trusted it in critical matches. Now GM Aydin Suleymanli presents a complete repertoire that channels this legacy while addressing the eng",intermediate,fallback_lmin,intermediate
mc__play_the_panov_attack_top_level_repertoi,modern_chess,Play the Panov Attack - Top-Level Repertoire against the Caro-Kann,https://www.modern-chess.com/course/play-the-panov-attack-top-level-repertoire-against-the-caro-kann/48091/,course,video,opening,Caro-Kann Defense|1.e4,Both,IMKushager Krishnater,IM,1200.0,3000.0,intermediate,185.0,,0,1,1.0,1.0,1.0,,,,"IM Kushager Krishnater's Play the Panov Attack - Top-Level Repertoire against the Caro-Kann revives this classical system not through brute-force memorization, but through an idea-based approach that prioritizes understanding over engine lines. The central idea is deliberate deviation: Krishnater si",intermediate,fallback_lmin,intermediate
mc__french_advance_for_black,modern_chess,French Advance for Black,https://www.modern-chess.com/course/french-advance-for-black/98058/,course,video,opening,French Defense,Black,"GMPier Luigi Basso, GMSzymon Gumularz",GM,2300.0,3000.0,expert,139.0,,0,1,1.0,1.0,1.0,,,,"April 12, 2026French Defense",expert,range_only,expert
mc__creative_french_repertoire_for_black_par,modern_chess,Creative French Repertoire for Black - Part 1,https://www.modern-chess.com/course/creative-french-repertoire-for-black-part-1/58025/,course,video,opening,French Defense,Black,"GMRenato Quintiliano, GMYago Santiago",GM,1200.0,3000.0,intermediate,399.0,,0,1,1.0,1.0,1.0,,,,"April 11, 2026French Defense",intermediate,fallback_lmin,intermediate
mc__understand_the_french_defense_petrosians,modern_chess,Understand the French Defense: Petrosian's Legacy,https://www.modern-chess.com/course/understand-the-french-defense-petrosians-legacy/17992/,course,video,opening,French Defense|1.e4,Both,GMPier Luigi Basso,GM,1200.0,3000.0,intermediate,190.0,,0,1,1.0,1.0,0.0,,,,"For over a century, the French Defense has captivated chess players worldwide. Yet understanding it—truly understanding it—requires more than memorizing engine evaluations. GM Pier Luigi Basso's Understand the French series takes a different approach: studying the games of history's greatest French ",intermediate,fallback_lmin,intermediate
mc__reti_for_white_fundamental_structures_af,modern_chess,Reti for White - Fundamental Structures after 1.Nf3 d5 2.g3,https://www.modern-chess.com/course/reti-for-white-fundamental-structures-after-1-nf3-d5-2-g3/67959/,course,video,opening,Reti Opening|1.Nf3,White,GMGrigor Grigorov,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,0.0,0.0,,,,"The Opening Builder – Réti for White is not a traditional opening course. It is the starting point of a structured six-month project, designed for players who want to build a repertoire based on understanding rather than memorization.Instead of learning long variations, the focus is on reaching the ",intermediate,fallback_lmin,intermediate
mc__the_zaitsev_system_complete_repertoire_f,modern_chess,The Zaitsev System: Complete Repertoire for BlackPremiumDiscounted,https://www.modern-chess.com/course/the-zaitsev-system-complete-repertoire-for-black/27926/,course,video,opening,Ruy Lopez Opening|1.e4,Black,"GMBaadur Jobava, GMRodrigo Vasquez",GM,1200.0,3000.0,intermediate,288.0,,0,1,1.0,1.0,1.0,,,,"April 8, 2026Ruy Lopez Opening1.e4",intermediate,fallback_lmin,intermediate
mc__the_bishops_opening_a_complete_and_pract,modern_chess,The Bishop's Opening: A Complete and Practical Repertoire for White vs 1...e5PremiumDiscounted,https://www.modern-chess.com/course/the-bishops-opening-a-complete-and-practical-repertoire-for-white-vs-1-e5/77893/,course,video,opening,Bishop%27s Opening|1.e4,White,GMMahammad Muradli,GM,2300.0,3000.0,expert,308.0,,0,1,1.0,1.0,1.0,,,,"The Bishop's Opening occupies a peculiar space in chess theory — once dismissed as toothless, yet respected enough to appear in grandmaster practice whenever a player seeks something concrete beyond the endless preparation wars of 2.Nf3.GM Mahammad Muradli's new course reframes the opening entirely:",expert,range_only,expert
mc__1_c4_e5_for_black_flexible_system_with_d,modern_chess,1.c4 e5 for Black - Flexible System with ...d6,https://www.modern-chess.com/course/1-c4-e5-for-black-flexible-system-with-d6/37860/,course,video,opening,English Opening|1.c4,Black,"IMDragos Ceres, GMValery Kazakouski",GM,1200.0,3000.0,intermediate,241.0,,0,1,1.0,1.0,1.0,,,,"April 6, 2026English Opening1.c4",intermediate,fallback_lmin,intermediate
mc__the_jaenisch_gambit_for_black_dynamic_pl,modern_chess,The Jaenisch Gambit for Black: Dynamic Play vs the Ruy LopezPremiumDiscounted,https://www.modern-chess.com/course/the-jaenisch-gambit-for-black-dynamic-play-vs-the-ruy-lopez/87827/,course,video,opening,Ruy Lopez|1.e4,Black,GMAnton Korobov,GM,1800.0,2300.0,advanced,208.0,,0,1,1.0,1.0,1.0,,,,"For decades, the Jaenisch Gambit carried a poisonous reputation — a sharp but supposedly refuted line that serious players avoided. Then came the engine revolution. What was once dismissed as positionally risky began showing tactical resources that classical evaluation had missed.GM Anton Korobov, a",advanced,range_only,advanced
mc__dreev_deep_caro_kann_classical_line_with,modern_chess,Dreev Deep Caro-Kann - Classical Line with 4...Nf6,https://www.modern-chess.com/course/dreev-deep-caro-kann-classical-line-with-4-nf6/47794/,course,video,opening,Caro-Kann Defense|1.e4,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,1.0,1.0,,,,"April 4, 2026Caro-Kann Defense1.e4",intermediate,fallback_lmin,intermediate
mc__a_complete_repertoire_versus_the_queens_,modern_chess,A Complete Repertoire versus the Queen's Gambit Accepted,https://www.modern-chess.com/course/a-complete-repertoire-versus-the-queens-gambit-accepted/97761/,course,video,opening,Queen%27s Gambit Accepted|1.d4,Both,GMSina Movahed,GM,1200.0,3000.0,intermediate,126.0,,0,1,1.0,1.0,1.0,,,,"For decades, White's approach to the QGA had grown methodical, even passive: regain the pawn, simplify, settle for a modest edge. But 3.e4 asks a different question entirely: why accept equality when Black has just weakened the center? GM Sina Movahed's latest course presents this direct, space-grab",intermediate,fallback_lmin,intermediate
mc__queens_gambit_declined_with_be7_for_blac,modern_chess,Queen's Gambit Declined with ...Be7 for Black: The Complete System versus Bf4 and Bg5,https://www.modern-chess.com/course/queens-gambit-declined-with-be7-for-black-the-complete-system-versus-bf4-and-bg5/57728/,course,video,opening,Queen%27s Gambit Declined|1.d4,Black,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,172.0,,0,1,1.0,1.0,1.0,,,,"April 2, 2026Queen's Gambit Declined1.d4",intermediate,fallback_lmin,intermediate
mc__1_e4_for_white_crush_the_pirc_and_modern,modern_chess,1.e4 for White: Crush the Pirc and Modern DefensePlatinumDiscounted,https://www.modern-chess.com/course/1-e4-for-white-crush-the-pirc-and-modern-defense/17695/,course,video,opening,Pirc Defense|Modern Defense|1.e4,White,"GMJose Martinez Alcantara, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,190.0,,0,1,1.0,1.0,1.0,,,,"April 1, 2026Pirc DefenseModern Defense1.e4",intermediate,fallback_lmin,intermediate
mc__carlsbad_structure_3be7_key_ideas_and_re,modern_chess,Carlsbad Structure 3…Be7: Key Ideas and Repertoire for BlackPremiumDiscounted,https://www.modern-chess.com/course/carlsbad-structure-3be7-key-ideas-and-repertoire-for-black/67662/,course,video,opening,Queen%27s Gambit Declined,Black,"GMAlexey Dreev, GMPier Luigi Basso",GM,2300.0,3000.0,expert,223.0,,0,1,1.0,1.0,1.0,,,,"March 31, 2026Queen's Gambit Declined",expert,range_only,expert
mc__scandinavian_defense_for_black_top_level,modern_chess,Scandinavian Defense for Black - Top-Level RepertoirePremiumDiscounted,https://www.modern-chess.com/course/scandinavian-defense-for-black-top-level-repertoire/77596/,course,video,opening,Scandinavian Defense|1.e4,Black,GMSina Movahed,GM,1200.0,3000.0,intermediate,208.0,,0,1,1.0,1.0,1.0,,,,"There is a moment, familiar to every 1.e4 player, when the opponent refuses to follow the expected script. Instead of conceding the center, Black strikes immediately with 1…d5 — and after 2.exd5 Qxd5, places the queen on a5: not passive, not exposed, but strategically active from afar. This is the S",intermediate,fallback_lmin,intermediate
mc__1_d4_d5_2_nf3_bf5_practical_setup_for_bl,modern_chess,1.d4 d5 2.Nf3 Bf5 - Practical Setup for Black,https://www.modern-chess.com/course/1-d4-d5-2-nf3-bf5-practical-setup-for-black/37563/,course,interactive,opening,Queen%27s Pawn Opening|1.d4,Black,"GMPier Luigi Basso, GMValery Kazakouski",GM,1200.0,3000.0,intermediate,129.0,,0,0,1.0,1.0,1.0,,,,"March 28, 2026Queen's Pawn Opening1.d4",intermediate,fallback_lmin,intermediate
mc__the_spanish_arkhangelsk_with_early_bc5_d,modern_chess,The Spanish Arkhangelsk with Early ...Bc5 - Deep Understanding,https://www.modern-chess.com/course/the-spanish-arkhangelsk-with-early-bc5-deep-understanding/87530/,course,video,opening,Ruy Lopez|1.e4,Both,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,630.0,,0,1,1.0,1.0,0.0,,,,"For the first time, we explore the Spanish Arkhangelsk with early …Bc5 after:1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.O-O Bc5This is one of the most ambitious and double-edged systems against the Ruy Lopez, studied with unprecedented depth and clarity.But this is not just another opening repertoire. I",intermediate,fallback_lmin,intermediate
mc__how_nimzo_indian_players_can_meet_1_c4,modern_chess,How Nimzo-Indian Players Can Meet 1.c4,https://www.modern-chess.com/course/how-nimzo-indian-players-can-meet-1-c4/47497/,course,video,opening,English Opening|1.c4,Both,"GMPier Luigi Basso, GMSzymon Gumularz",GM,1200.0,3000.0,intermediate,227.0,,0,1,1.0,1.0,1.0,,,,"March 26, 2026English Opening1.c4",intermediate,fallback_lmin,intermediate
mc__eljanovs_italian_game_part_1,modern_chess,Eljanov's Italian Game - Part 1,https://www.modern-chess.com/course/eljanovs-italian-game-part-1/97464/,course,video,opening,Italian Game,Both,GMPavel Eljanov,GM,1200.0,3000.0,intermediate,124.0,,0,1,1.0,1.0,1.0,,,,"While the Ruy Lopez dominated elite repertoires for decades, the Italian Game quietly grew into one of the most theoretically rich and practically flexible options for White. Its pawn structures offer genuine choice — the same opening suits positional grinders and aggressive players alike.",intermediate,fallback_lmin,intermediate
mc__botvinnik_system_repertoire_for_black,modern_chess,Botvinnik System: Repertoire for BlackPremiumDiscounted,https://www.modern-chess.com/course/botvinnik-system-repertoire-for-black/17398/,course,video,opening,Slav Defence|Semi-Slav Defense|1.d4,Black,"GMBaadur Jobava, GMRodrigo Vasquez",GM,1200.0,3000.0,intermediate,192.0,,0,1,1.0,1.0,1.0,,,,"March 23, 2026Slav DefenceSemi-Slav Defense1.d4",intermediate,fallback_lmin,intermediate
mc__from_the_opening_to_the_middlegame_posit,modern_chess,From the Opening to the Middlegame - Positions with Doubled Pawns,https://www.modern-chess.com/course/from-the-opening-to-the-middlegame-positions-with-doubled-pawns/67365/,course,video,opening,,Both,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,1.0,0.0,,,,"Doubled pawns appear in countless openings, yet most players never develop a consistent way to handle them. Most handle them by feel rather than by principle, which rarely holds up under pressure.",intermediate,fallback_lmin,intermediate
mc__inside_your_games_edition_3,modern_chess,Inside Your Games - Edition 3,https://www.modern-chess.com/course/inside-your-games-edition-3/27332/,course,interactive,general,,Both,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,235.0,,0,0,0.0,0.0,0.0,,,,There is a persistent gap in chess improvement literature between what engines show and what players actually need to understand. The best move in a position and the right way to think about that position are often completely different things. This gap — between engine output and human decision-maki,intermediate,fallback_lmin,intermediate
mc__fianchetto_system_vs_the_grunfeld_comple,modern_chess,Fianchetto System vs the Grunfeld - Complete White RepertoirePremiumDiscounted,https://www.modern-chess.com/course/fianchetto-system-vs-the-grunfeld-complete-white-repertoire/77299/,course,video,opening,Grunfeld Defense|1.d4,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,244.0,,0,1,1.0,1.0,1.0,,,,"March 21, 2026Grunfeld Defense1.d4",intermediate,fallback_lmin,intermediate
mc__the_paulsen_sicilian_for_white_complete_,modern_chess,The Paulsen Sicilian for White - Complete Repertoire and Key Ideas,https://www.modern-chess.com/course/the-paulsen-sicilian-for-white-complete-repertoire-and-key-ideas/37266/,course,video,opening,Sicilian Defense|1.e4,White,"IMDragos Ceres, GMJose Martinez Alcantara",GM,1200.0,3000.0,intermediate,213.0,,0,1,1.0,1.0,1.0,,,,"March 20, 2026Sicilian Defense1.e4",intermediate,fallback_lmin,intermediate
mc__facing_the_catalan_a_repertoire_for_blac,modern_chess,Facing the Catalan: A Repertoire for Black,https://www.modern-chess.com/course/facing-the-catalan-a-repertoire-for-black/87233/,course,video,opening,Catalan Opening|1.d4,Black,"GMPier Luigi Basso, GMSzymon Gumularz",GM,1200.0,3000.0,intermediate,207.0,,0,1,1.0,1.0,1.0,,,,"March 19, 2026Catalan Opening1.d4",intermediate,fallback_lmin,intermediate
mc__rossolimo_sicilian_3_nd4_for_black,modern_chess,Rossolimo Sicilian - 3...Nd4 for Black,https://www.modern-chess.com/course/rossolimo-sicilian-3-nd4-for-black/47200/,course,video,opening,Sicilian Defense|1.e4,Black,GMMahammad Muradli,GM,1200.0,3000.0,intermediate,168.0,,0,1,1.0,1.0,1.0,,,,"For most of its history, 3…Nd4 in the Ruy Lopez has been the kind of move that earns a raised eyebrow rather than serious theoretical concern. GM Mahammad Muradli's starting point for this course is a simple observation: the same idea in the Rossolimo Sicilian is an entirely different story. After 1",intermediate,fallback_lmin,intermediate
mc__dreev_deep_caro_kann_fight_the_modern_ex,modern_chess,Dreev Deep Caro-Kann - Fight the Modern Exchange Variation,https://www.modern-chess.com/course/dreev-deep-caro-kann-fight-the-modern-exchange-variation/97167/,course,video,opening,Caro-Kann Defense|1.e4,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,185.0,,0,1,1.0,1.0,1.0,,,,"March 17, 2026Caro-Kann Defense1.e4",intermediate,fallback_lmin,intermediate
mc__opening_radar_editions_1_and_2,modern_chess,Opening Radar - Editions 1 and 2,https://www.modern-chess.com/course/opening-radar-editions-1-and-2/57134/,course,video,opening,,Both,"GMIvan Cheparinov, GMPetar G. Arnaudov",GM,1200.0,3000.0,intermediate,167.0,,0,1,1.0,1.0,0.0,,,,"March 16, 2026",intermediate,fallback_lmin,intermediate
mc__the_strategic_1_nf3_system_2_e3_approach,modern_chess,The Strategic 1.Nf3 System - 2.e3 Approach - Part 2,https://www.modern-chess.com/course/the-strategic-1-nf3-system-2-e3-approach-part-2/17101/,course,video,opening,Reti Opening|1.Nf3,Both,"GMBaadur Jobava, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,149.0,,0,1,1.0,1.0,1.0,,,,"March 15, 2026Reti Opening1.Nf3",intermediate,fallback_lmin,intermediate
mc__the_modern_tarrasch_3_nd2_against_the_fr,modern_chess,The Modern Tarrasch - 3.Nd2 against the French Defense,https://www.modern-chess.com/course/the-modern-tarrasch-3-nd2-against-the-french-defense/67068/,course,video,opening,French Defense|1.e4,Both,GMAydin Suleymanli,GM,1200.0,3000.0,intermediate,120.0,,0,1,1.0,1.0,1.0,,,,"For decades, White's third move against the French Defence has been a matter of philosophical choice. The Winawer with 3.Nc3 demands precise preparation and sharp, deeply analyzed lines. The Advance with 3.e5 releases the central tension and hands Black a ready-made plan with …c5 and …Nc6. The Tarra",intermediate,fallback_lmin,intermediate
