resource_id,source,title,url,resource_type,format,course_type,openings,color,author,author_title,level_min,level_max,level_tier,duration_min,price_eur,is_free,has_video,has_pgn,has_exercises,has_spaced_rep,rating_score,views_yt,pub_date,description,level_tier_original,level_tier_source,level_tier_new
mc__candidate_moves_and_long_calculations,modern_chess,Candidate Moves and Long Calculations,https://www.modern-chess.com/course/candidate-moves-and-long-calculations/62316/,course,video,tactics,,Both,GMSwapnil Dhopade,GM,1200.0,1800.0,intermediate,360.0,,0,1,1.0,1.0,0.0,,,,"In chess, true tactical mastery is not about finding flashy combinations — it’s about developing the thinking process that leads to them.In his new course, Candidate Moves and Long Calculations, GM Swapnil Dhopade reveals how to structure your calculation, organize your thoughts, and identify the cr",intermediate,range_only,intermediate
mc__ruy_lopez_for_black_jospems_repertoire_a,modern_chess,Ruy Lopez for Black - Jospem's Repertoire against the Sidelines,https://www.modern-chess.com/course/ruy-lopez-for-black-jospems-repertoire-against-the-sidelines/22283/,course,video,opening,Ruy Lopez|1.e4,Black,"GMJose Martinez Alcantara, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,138.0,,0,1,1.0,1.0,1.0,,,,"October 19, 2025Ruy Lopez1.e4",intermediate,fallback_lmin,intermediate
mc__armed_against_the_slav_defense,modern_chess,Armed against the Slav Defense,https://www.modern-chess.com/course/armed-against-the-slav-defense/32217/,course,video,opening,Slav Defense|1.d4,Both,GMEfstratios Grivas,GM,1200.0,3000.0,intermediate,256.0,,0,1,1.0,0.0,0.0,,,,"When GM Efstratios Grivas prepared for the 2008 Corus tournament in Wijk aan Zee, he faced a familiar dilemma: how to meet the Slav Defense without drowning in the theoretical quicksand that swallows hours of preparation?His solution — the modest 4.Nbd2 — delivered instantly, scoring a critical win ",intermediate,fallback_lmin,intermediate
mc__pseudo_trompowsky_for_white,modern_chess,Pseudo-Trompowsky for White,https://www.modern-chess.com/course/pseudo-trompowsky-for-white/82184/,course,video,opening,Trompowsky Attack|1.d4,White,"GMBaadur Jobava, GMVitaliy Bernadskiy",GM,1200.0,3000.0,intermediate,311.0,,0,1,1.0,1.0,1.0,,,,"October 15, 2025Trompowsky Attack1.d4",intermediate,fallback_lmin,intermediate
mc__reversed_torre_against_reti_opening_deep,modern_chess,Reversed Torre Against Reti Opening - Deep Understanding,https://www.modern-chess.com/course/reversed-torre-against-reti-opening-deep-understanding/42151/,course,interactive,opening,Reti Opening|1.Nf3,Both,GMIoannis Papaioannou,GM,2300.0,3000.0,expert,630.0,,0,0,0.0,0.0,0.0,,,,When Grandmaster Ioannis Papaioannou began exploring the Reversed Torre setup — where Black achieves the Torre Attack structure with colors reversed after 1.Nf3 Nf6 2.g3 d5 3.Bg2 c6 4.O-O (or c4) Bg4 — he discovered something remarkable: a complete system that transforms White’s flexible Reti into a,expert,range_only,expert
mc__four_knights_sicilian_for_black,modern_chess,Four Knights Sicilian for Black,https://www.modern-chess.com/course/four-knights-sicilian-for-black/92118/,course,video,opening,Sicilian Defense|1.e4,Black,"GMAlexey Dreev, GMPier Luigi Basso",GM,2300.0,3000.0,expert,245.0,,0,1,1.0,1.0,1.0,,,,"October 13, 2025Sicilian Defense1.e4",expert,range_only,expert
mc__1nf3_b6_according_to_bernadskiy_complete,modern_chess,1.Nf3 b6 According to Bernadskiy - Complete Repertoire for Black,https://www.modern-chess.com/course/1nf3-b6-according-to-bernadskiy-complete-repertoire-for-black/12052/,course,video,opening,Reti Opening|1.Nf3,Black,"GMPier Luigi Basso, GMVitaliy Bernadskiy",GM,1200.0,3000.0,intermediate,198.0,,0,1,1.0,1.0,1.0,,,,"October 11, 2025Reti Opening1.Nf3",intermediate,fallback_lmin,intermediate
mc__space_advantage_from_the_opening_to_the_,modern_chess,Space Advantage - From the Opening to the Middlegame,https://www.modern-chess.com/course/space-advantage-from-the-opening-to-the-middlegame/62019/,course,video,opening,,Both,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,1.0,0.0,,,,"In My System, Aron Nimzowitsch elevated the concept of space advantage from a tactical convenience to a strategic imperative — the idea that controlling more squares isn’t about comfort, but about systematically restricting your opponent’s possibilities.Nearly a century later, GM Ioannis Papaioannou",intermediate,fallback_lmin,intermediate
mc__the_modern_philidor_2025_edition,modern_chess,The Modern Philidor - 2025 Edition,https://www.modern-chess.com/course/the-modern-philidor-2025-edition/21986/,course,video,opening,Philidor Defense|1.e4,Both,"GMBaadur Jobava, GMPier Luigi Basso, GMVladimir Malakhov",GM,1200.0,3000.0,intermediate,463.0,,0,1,1.0,1.0,1.0,,,,"October 9, 2025Philidor Defense1.e4",intermediate,fallback_lmin,intermediate
mc__french_defense_for_black_exchange_variat,modern_chess,French Defense for Black - Exchange Variation and Sidelines,https://www.modern-chess.com/course/french-defense-for-black-exchange-variation-and-sidelines/71953/,course,video,opening,French Defense|1.e4,Black,"GMGrigor Grigorov, GMMichael Roiz, IMSiegfried Baumegger",GM,1200.0,3000.0,intermediate,316.0,,0,1,1.0,1.0,1.0,,,,"October 8, 2025French Defense1.e4",intermediate,fallback_lmin,intermediate
mc__play_the_french_gambit_top_level_reperto,modern_chess,Play the French Gambit - Top-Level Repertoire for White,https://www.modern-chess.com/course/play-the-french-gambit-top-level-repertoire-for-white/31920/,course,video,opening,French Defense|1.e4,White,"GMBaadur Jobava, IMDragos Ceres",GM,1200.0,3000.0,intermediate,137.0,,0,1,1.0,1.0,1.0,,,,"October 7, 2025French Defense1.e4",intermediate,fallback_lmin,intermediate
mc__the_chess_thinking_process_static_factor,modern_chess,The Chess Thinking Process - Static Factors and Planning,https://www.modern-chess.com/course/the-chess-thinking-process-static-factors-and-planning/81887/,course,video,general,,Both,IMNikola Nikolovski,IM,1200.0,3000.0,intermediate,240.0,,0,1,1.0,1.0,0.0,,,,"Modern Chess proudly presents the debut course of IM and psychologist Nikola Nikolovski — The Chess Thinking Process – Static Factors and Planning.This innovative work bridges cognitive science and chess understanding, offering a structured framework for evaluating positions long before concrete cal",intermediate,fallback_lmin,intermediate
mc__semi_slav_defense_according_to_dreev,modern_chess,Semi-Slav Defense According to Dreev,https://www.modern-chess.com/course/semi-slav-defense-according-to-dreev/41854/,course,video,opening,Slav Defense|Semi-Slav Defense|1.d4,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,2300.0,3000.0,expert,300.0,,0,1,1.0,1.0,1.0,,,,"October 5, 2025Slav DefenseSemi-Slav Defense1.d4",expert,range_only,expert
mc__grivas_chess_lab_strategic_and_tactical_,modern_chess,Grivas Chess Lab - Strategic and Tactical Education,https://www.modern-chess.com/course/grivas-chess-lab-strategic-and-tactical-education/91821/,course,video,tactics,,Both,GMEfstratios Grivas,GM,1200.0,3000.0,intermediate,196.0,,0,1,1.0,0.0,0.0,,,,"Every great chess thinker has a system—an internal architecture that explains how the game truly works. For GM Efstratios Grivas, that system has unfolded step by step through his lifelong mission to connect classical wisdom with modern understanding.The first two courses of the Grivas Chess Lab ser",intermediate,fallback_lmin,intermediate
mc__open_spanish_for_black_the_modern_6be7,modern_chess,Open Spanish for Black - The Modern 6...Be7,https://www.modern-chess.com/course/open-spanish-for-black-the-modern-6be7/51788/,course,video,opening,Ruy Lopez|1.e4,Black,"GMJose Martinez Alcantara, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,170.0,,0,1,1.0,1.0,1.0,,,,"October 3, 2025Ruy Lopez1.e4",intermediate,fallback_lmin,intermediate
mc__catalan_opening_three_repertoires_for_bl,modern_chess,Catalan Opening - Three Repertoires for Black,https://www.modern-chess.com/course/catalan-opening-three-repertoires-for-black/11755/,course,video,opening,Catalan Opening|1.d4,Black,"GMDaniel Dardha, GMDavid Gavrilescu, GMFelix Blohberger",GM,2300.0,3000.0,expert,203.0,,0,1,1.0,0.0,1.0,,,,"October 1, 2025Catalan Opening1.d4",expert,range_only,expert
mc__trompowsky_attack_for_white_part_1,modern_chess,Trompowsky Attack for White - Part 1,https://www.modern-chess.com/course/trompowsky-attack-for-white-part-1/61722/,course,video,opening,Trompowsky Attack|1.d4,White,"GMBaadur Jobava, GMVitaliy Bernadskiy",GM,1200.0,3000.0,intermediate,332.0,,0,1,1.0,1.0,1.0,,,,"September 29, 2025Trompowsky Attack1.d4",intermediate,fallback_lmin,intermediate
mc__ruy_lopez_for_black_1e4_e5_2nf3_nc6_3bb5,modern_chess,Ruy Lopez for Black - 1.e4 e5 2.Nf3 Nc6 3.Bb5 g6,https://www.modern-chess.com/course/ruy-lopez-for-black-1e4-e5-2nf3-nc6-3bb5-g6/21689/,course,video,opening,Ruy Lopez|1.e4,Black,GMArjun Kalyan,GM,1200.0,3000.0,intermediate,171.0,,0,1,1.0,1.0,1.0,,,,"The move 3...g6 represents the eighth most popular response in the Ruy Lopez, offering Black a clear path to equality while avoiding the extensive theoretical maze of traditional main lines. As GM Kalyan explains, ""We develop the bishop to g7, fighting for the d4-square. This works better with the b",intermediate,fallback_lmin,intermediate
mc__french_defense_according_to_moroni_tarra,modern_chess,"French Defense According to Moroni - Tarrasch, Advance, and Exchange Variations",https://www.modern-chess.com/course/french-defense-according-to-moroni-tarrasch-advance-and-exchange-variations/71656/,course,video,opening,French Defense|1.e4,Both,"GMLuca Moroni, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,263.0,,0,1,1.0,1.0,1.0,,,,"September 27, 2025French Defense1.e4",intermediate,fallback_lmin,intermediate
mc__the_practical_benko_gambit,modern_chess,The Practical Benko Gambit,https://www.modern-chess.com/course/the-practical-benko-gambit/31623/,course,video,opening,Benko Gambit|1.d4,Both,"GMBaadur Jobava, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,153.0,,0,1,1.0,1.0,1.0,,,,"September 25, 2025Benko Gambit1.d4",intermediate,fallback_lmin,intermediate
mc__grivas_chess_lab_the_principle_of_two_we,modern_chess,Grivas Chess Lab - The Principle of the Two Weaknesses,https://www.modern-chess.com/course/grivas-chess-lab-the-principle-of-two-weaknesses/81590/,course,video,general,,Both,GMEfstratios Grivas,GM,1800.0,2300.0,advanced,200.0,,0,1,1.0,0.0,0.0,,,,"Modern Chess presents the second installment in the Grivas Chess Lab series: The Principle of Two Weaknesses. Following his definitive work on Endgames with Opposite-Colored Bishops, GM Efstratios Grivas provides a systematic examination of chess's most reliable winning principle through 68 carefull",advanced,range_only,advanced
mc__deep_preparation_cambridge_springs_for_b,modern_chess,Deep Preparation - Cambridge Springs for Black,https://www.modern-chess.com/course/deep-preparation-cambridge-springs-for-black/87335/,course,video,opening,Semi-Tarrasch Defense|1.d4,Black,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,219.0,,0,1,1.0,1.0,1.0,,,,"September 23, 2025Semi-Tarrasch Defense1.d4",intermediate,fallback_lmin,intermediate
mc__supi_vs_the_sicilian_part_1,modern_chess,Supi vs the Sicilian - Part 1,https://www.modern-chess.com/course/supi-vs-the-sicilian-part-1/91524/,course,video,opening,Sicilian Defense|1.e4,Both,GMLuis Supi,GM,2300.0,3000.0,expert,120.0,,0,1,1.0,1.0,1.0,,,,"Discover how Brazil's creative genius transforms the most popular opening with one stunning setupWhen GM Luis Paulo Supi commits to a new repertoire, one needs to pay attention. The Brazilian grandmaster, renowned for his deep positional understanding and creative approach, has just completed his mo",expert,range_only,expert
mc__the_dubov_dragon,modern_chess,The Dubov Dragon,https://www.modern-chess.com/course/the-dubov-dragon/51491/,course,video,opening,Sicilian Defense|1.e4,Both,"GMBaadur Jobava, IMDragos Ceres",GM,1200.0,3000.0,intermediate,185.0,,0,1,1.0,1.0,1.0,,,,"September 21, 2025Sicilian Defense1.e4",intermediate,fallback_lmin,intermediate
mc__dreev_university_the_art_of_the_quiet_mo,modern_chess,Dreev University - The Art of the Quiet Moves,https://www.modern-chess.com/course/dreev-university-the-art-of-the-quiet-moves/11458/,course,video,general,,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,142.0,,0,1,1.0,0.0,0.0,,,,"September 19, 2025",intermediate,fallback_lmin,intermediate
mc__advanced_attacking_strategies,modern_chess,Advanced Attacking Strategies,https://www.modern-chess.com/course/advanced-attacking-strategies/61425/,course,video,opening,,Both,GMSwapnil Dhopade,GM,1800.0,2300.0,advanced,360.0,,0,1,1.0,1.0,0.0,,,,"When we talk about attacking in chess, most players think of simple tactical shots or well-known patterns. But anyone who has played competitive chess knows the real challenge comes later — when the position is sharp, both sides have resources, and a single tempo can decide the game.This is exactly ",advanced,range_only,advanced
mc__jobava_and_jospems_1e4_blitz_repertoire_,modern_chess,Jobava and Jospem's 1.e4 Blitz Repertoire – Part 2,https://www.modern-chess.com/course/jobava-and-jospems-1e4-blitz-repertoire-part-2/21392/,course,video,opening,Sicilian Defense|Pirc Defense|Philidor Defense|Four Knights Game|1.e4,Both,"GMBaadur Jobava, GMJose Martinez Alcantara",GM,2300.0,3000.0,expert,164.0,,0,1,1.0,1.0,1.0,,,,"September 17, 2025Sicilian DefensePirc DefensePhilidor DefenseFour Knights Game1.e4",expert,range_only,expert
mc__play_the_open_sicilian_1e4_c5_2nf3_nc6_3,modern_chess,Play the Open Sicilian - 1.e4 c5 2.Nf3 Nc6 3.d4,https://www.modern-chess.com/course/play-the-open-sicilian-1e4-c5-2nf3-nc6-3d4/71359/,course,video,opening,Sicilian Defense|1.e4,Both,GMArjun Kalyan,GM,1200.0,3000.0,intermediate,164.0,,0,1,1.0,1.0,1.0,,,,"Modern Chess is proud to announce the release of Play the Open Sicilian - 1.e4 c5 2.Nf3 Nc6 3.d4 for White by GM Arjun Kalyan, the latest addition to his systematic Open Sicilian repertoire series. This new course builds directly upon the foundation established in his previous work, Play the Open Si",intermediate,fallback_lmin,intermediate
mc__1d4_according_to_lucas_van_foreest_beat_,modern_chess,1.d4 According to Lucas van Foreest - Beat the Semi-Slav Defense,https://www.modern-chess.com/course/1d4-according-to-lucas-van-foreest-beat-the-semi-slav-defense/31326/,course,video,opening,Slav Defense|1.d4,Both,"GMLucas van Foreest, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,182.0,,0,1,1.0,1.0,1.0,,,,"September 15, 2025Slav Defense1.d4",intermediate,fallback_lmin,intermediate
mc__dutch_defense_for_black_beat_the_deviati,modern_chess,Dutch Defense for Black - Beat the Deviations from the Leningrad Variation,https://www.modern-chess.com/course/dutch-defense-for-black-beat-the-deviations-from-the-leningrad-variation/81293/,course,video,opening,Dutch Defense|1.d4,Black,"GMPier Luigi Basso, GMVitaliy Bernadskiy",GM,1200.0,3000.0,intermediate,197.0,,0,1,1.0,1.0,1.0,,,,"September 13, 2025Dutch Defense1.d4",intermediate,fallback_lmin,intermediate
mc__play_the_open_sicilian_1e4_c5_2nf3_d6_3d,modern_chess,Play the Open Sicilian - 1.e4 c5 2.Nf3 d6 3.d4 for White,https://www.modern-chess.com/course/play-the-open-sicilian-1e4-c5-2nf3-d6-3d4-for-white/41260/,course,video,opening,Sicilian Defense|1.e4,White,GMArjun Kalyan,GM,1200.0,3000.0,intermediate,195.0,,0,1,1.0,1.0,1.0,,,,"The Open Sicilian remains one of the most theoretically demanding openings in competitive chess. GM Kalyan's latest course provides a structured approach to handling the main Sicilian systems that strong players encounter regularly: the Najdorf, Dragon, Scheveningen, and key sidelines.",intermediate,fallback_lmin,intermediate
mc__jobava_and_jospems_1e4_blitz_repertoire,modern_chess,Jobava and Jospem's 1.e4 Blitz Repertoire,https://www.modern-chess.com/course/jobava-and-jospems-1e4-blitz-repertoire/91227/,course,video,opening,Caro-Kann Defense|French Defense|Alekhine Defense|Scandinavian Defense|1.e4,Both,"GMBaadur Jobava, GMJose Martinez Alcantara",GM,1200.0,3000.0,intermediate,164.0,,0,1,1.0,1.0,1.0,,,,"September 11, 2025Caro-Kann DefenseFrench DefenseAlekhine DefenseScandinavian Defense1.e4",intermediate,fallback_lmin,intermediate
mc__french_defense_according_to_moroni_play_,modern_chess,French Defense According to Moroni - Play the Steinitz Variation,https://www.modern-chess.com/course/french-defense-according-to-moroni-play-the-steinitz-variation/51194/,course,video,opening,French Defense|1.e4,Both,"GMLuca Moroni, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,242.0,,0,1,1.0,1.0,1.0,,,,"September 9, 2025French Defense1.e4",intermediate,fallback_lmin,intermediate
mc__dreevs_queens_gambit_declined,modern_chess,Dreev's Queen's Gambit Declined,https://www.modern-chess.com/course/dreevs-queens-gambit-declined/11161/,course,video,opening,Queen%27s Gambit Declined|1.d4,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,209.0,,0,1,1.0,1.0,1.0,,,,"September 7, 2025Queen's Gambit Declined1.d4",intermediate,fallback_lmin,intermediate
mc__color_complexes_from_the_opening_to_the_,modern_chess,Color Complexes - From the Opening to the Middlegame,https://www.modern-chess.com/course/color-complexes-from-the-opening-to-the-middlegame/61128/,course,video,opening,,Both,GMIoannis Papaioannou,GM,1800.0,2300.0,advanced,360.0,,0,1,1.0,1.0,0.0,,,,Modern Chess is releasing a new digital course based on GM Ioannis Papaioannou’s Strategy Wednesday camp on the topic of Color Complexes – From the Opening to the Middlegame. This course provides structured material on one of the most important strategic themes in chess: how to understand and play a,advanced,range_only,advanced
mc__play_the_leningrad_dutch,modern_chess,Play the Leningrad Dutch,https://www.modern-chess.com/course/play-the-leningrad-dutch/21095/,course,video,opening,Dutch Defense|1.d4,Both,"GMPier Luigi Basso, GMVitaliy Bernadskiy",GM,1200.0,3000.0,intermediate,309.0,,0,1,1.0,1.0,1.0,,,,"September 5, 2025Dutch Defense1.d4",intermediate,fallback_lmin,intermediate
mc__torre_attack_refined_complete_repertoire,modern_chess,Torre Attack Refined - Complete Repertoire for White after 1.d4 Nf6 2.Nf3 g6 3.Bg5,https://www.modern-chess.com/course/torre-attack-refined-complete-repertoire-for-white-after-1d4-nf6-2nf3-g6-3bg5/71062/,course,video,opening,Torre Attack|1.d4,White,GMIoannis Papaioannou,GM,2300.0,3000.0,expert,630.0,,0,1,1.0,0.0,0.0,,,,"Back in September 2021, GM Ioannis Papaioannou delivered a Torre Attack camp that sent ripples through the chess world. While most players were still dismissing 3.Bg5 as ""too quiet,"" Papaioannou was already showing why this unassuming move could be devastatingly effective.The results spoke for thems",expert,range_only,expert
mc__london_jobava_london_7_repertoires_for_b,modern_chess,London & Jobava London - 7 Repertoires for Black,https://www.modern-chess.com/course/london-jobava-london-7-repertoires-for-black/80996/,course,video,opening,London Opening|Jobava London|1.d4,Black,"GMAlexandr Fier, GMDaniel Dardha, GMDavid Gavrilescu, GMFelix Blohberger, GMPaulius Pultinevicius, GMSzymon Gumularz, GMValery Kazakouski",GM,2300.0,3000.0,expert,247.0,,0,1,1.0,1.0,1.0,,,,"September 1, 2025London OpeningJobava London1.d4",expert,range_only,expert
mc__semi_tarrasch_defense_for_black,modern_chess,Semi-Tarrasch Defense for Black,https://www.modern-chess.com/course/semi-tarrasch-defense-for-black/40963/,course,video,opening,Semi-Tarrasch Defense|1.d4,Black,"GMAlexey Dreev, GMPier Luigi Basso",GM,2300.0,3000.0,expert,212.0,,0,1,1.0,1.0,1.0,,,,"August 29, 2025Semi-Tarrasch Defense1.d4",expert,range_only,expert
mc__grivas_chess_lab_endgames_with_opposite_,modern_chess,Grivas Chess Lab - Endgames with Opposite-Colored Bishops,https://www.modern-chess.com/course/grivas-chess-lab-endgames-with-opposite-colored-bishops/90930/,course,video,endgame,,Both,GMEfstratios Grivas,GM,1200.0,3000.0,intermediate,201.0,,0,1,1.0,0.0,0.0,,,,Modern Chess is proud to announce the launch of the Grivas Chess Lab series with GM Efstratios Grivas's definitive work: Endgames with Opposite-Coloured Bishops. This meticulously crafted course represents one of the most comprehensive treatments of this notoriously complex endgame theme ever assemb,intermediate,fallback_lmin,intermediate
mc__anti_grunfeld_for_black,modern_chess,Anti-Grunfeld for Black,https://www.modern-chess.com/course/anti-grunfeld-for-black/50897/,course,video,opening,Gruenfeld Defense|1.d4,Black,"GMBaadur Jobava, IMDragos Ceres, GMLuca Moroni",GM,1200.0,3000.0,intermediate,215.0,,0,1,1.0,1.0,1.0,,,,"August 27, 2025Gruenfeld Defense1.d4",intermediate,fallback_lmin,intermediate
mc__modern_look_at_queens_gambit_declined,modern_chess,Modern Look at Queen's Gambit Declined,https://www.modern-chess.com/course/modern-look-at-queens-gambit-declined/10864/,course,video,opening,Queen%27s Gambit Declined|1.d4,Both,GMPetar G. Arnaudov,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,0.0,0.0,,,,"The Queen's Gambit Declined stands as one of chess's most enduring and theoretically rich openings. While its classical principles remain unchanged, the strategic understanding of this venerable defense has evolved significantly. GM Petar Arnaudov's latest course, Modern Look at Queen's Gambit Decli",intermediate,fallback_lmin,intermediate
mc__open_sicilian_for_white_crushing_the_sid,modern_chess,Open Sicilian for White - Crushing the Sidelines,https://www.modern-chess.com/course/open-sicilian-for-white-crushing-the-sidelines/60831/,course,video,opening,Sicilian Defense|1.e4,White,"GMAlexey Dreev, GMBaadur Jobava, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,262.0,,0,1,1.0,1.0,1.0,,,,"August 24, 2025Sicilian Defense1.e4",intermediate,fallback_lmin,intermediate
mc__attacking_the_king_in_the_centre_and_typ,modern_chess,Attacking the King in the Centre and Typical Attacking Sacrifices,https://www.modern-chess.com/course/attacking-the-king-in-the-centre-and-typical-attacking-sacrifices/20798/,course,video,opening,,Both,GMSwapnil Dhopade,GM,1200.0,3000.0,intermediate,,,0,1,1.0,1.0,0.0,,,,"When your opponent's king remains uncastled in the center, you're presented with one of chess's most decisive tactical opportunities. Yet many strong players—even those rated above 2000—struggle to convert these critical moments into winning attacks. The difference between recognizing the opportunit",intermediate,fallback_lmin,intermediate
mc__norwegian_variation_against_ruy_lopez_to,modern_chess,Norwegian Variation against Ruy Lopez - Top-Level Repertoire,https://www.modern-chess.com/course/norwegian-variation-against-ruy-lopez-top-level-repertoire/70765/,course,video,opening,Ruy Lopez|1.e4,Both,"GMBaadur Jobava, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,125.0,,0,1,1.0,1.0,1.0,,,,"August 21, 2025Ruy Lopez1.e4",intermediate,fallback_lmin,intermediate
mc__queens_gambit_declined_with_h7_h6_accord,modern_chess,Queen's Gambit Declined with ...h7-h6 According to Arjun Kalyan,https://www.modern-chess.com/course/queens-gambit-declined-with-h7-h6-according-to-arjun-kalyan/30732/,course,video,opening,Queen%27s Gambit Declined|1.d4,Both,GMArjun Kalyan,GM,1200.0,3000.0,intermediate,166.0,,0,1,1.0,1.0,1.0,,,,"The Queen's Gambit Declined remains one of chess's most enduring and reliable defenses against 1.d4. In his latest course, GM Arjun Kalyan presents a sophisticated and largely unexplored approach: the immediate ...h7-h6 system. This comprehensive repertoire challenges conventional opening theory whi",intermediate,fallback_lmin,intermediate
mc__dreev_university_practical_mistakes,modern_chess,Dreev University - Practical Mistakes,https://www.modern-chess.com/course/dreev-university-practical-mistakes/80699/,course,video,general,,Both,"GMAlexey Dreev, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,120.0,,0,1,1.0,0.0,0.0,,,,"August 19, 2025",intermediate,fallback_lmin,intermediate
mc__pirc_defense_according_to_eljanov_part_1,modern_chess,Pirc Defense According to Eljanov - Part 1,https://www.modern-chess.com/course/pirc-defense-according-to-eljanov-part-1/40666/,course,video,opening,Pirc Defense|1.e4,Both,GMPavel Eljanov,GM,2300.0,3000.0,expert,129.0,,0,1,1.0,1.0,1.0,,,,The contemporary tournament landscape presents a fundamental challenge: achieving winning chances against well-prepared opponents who have memorized classical opening theory to considerable depth. Grandmaster Pavel Eljanov addresses this strategic dilemma through his systematic examination of the Pi,expert,range_only,expert
mc__tarrasch_defense_for_black_new_concept,modern_chess,Tarrasch Defense for Black - New Concept,https://www.modern-chess.com/course/tarrasch-defense-for-black-new-concept/90633/,course,video,opening,Tarrasch Defense|1.d4,Black,"GMBaadur Jobava., IMKushager Krishnater",GM,1200.0,3000.0,intermediate,172.0,,0,1,1.0,1.0,1.0,,,,"August 16, 2025Tarrasch Defense1.d4",intermediate,fallback_lmin,intermediate
mc__queens_indian_defense_top_level_repertoi,modern_chess,Queen's Indian Defense - Top-Level Repertoire for Black,https://www.modern-chess.com/course/queens-indian-defense-top-level-repertoire-for-black/50600/,course,video,opening,Queen%27s Indian Defense|1.d4,Black,GMIvan Cheparinov,GM,1200.0,3000.0,intermediate,293.0,,0,1,1.0,1.0,1.0,,,,"The Queen's Indian Defense continues to attract elite players seeking a robust yet dynamic response to 1.d4. Modern Chess is proud to announce the release of ""Queen's Indian Defense - Top-Level Repertoire for Black"" by GM Ivan Cheparinov, a comprehensive 4-hour and 53-minute course that combines pra",intermediate,fallback_lmin,intermediate
mc__french_defense_for_black_fight_the_tarra,modern_chess,French Defense for Black - Fight the Tarrasch Variation,https://www.modern-chess.com/course/french-defense-for-black-fight-the-tarrasch-variation/10567/,course,video,opening,French Defense|1.e4,Black,"GMGrigor Grigorov, GMMichael Roiz, IMSiegfried Baumegger",GM,1800.0,2300.0,advanced,278.0,,0,1,1.0,1.0,1.0,,,,"August 14, 2025French Defense1.e4",advanced,range_only,advanced
mc__dreevs_solution_b5_against_reti_and_1d4,modern_chess,Dreev's Solution - ...b5! Against Reti and 1.d4,https://www.modern-chess.com/course/dreevs-solution-b5-against-reti-and-1d4/60534/,course,video,opening,Reti Opening|1.Nf3,Both,"GMAlexey Dreev, IMDragos Ceres",GM,1200.0,3000.0,intermediate,196.0,,0,1,1.0,1.0,1.0,,,,"August 12, 2025Reti Opening1.Nf3",intermediate,fallback_lmin,intermediate
mc__the_practical_kings_indian_defense_part_,modern_chess,The Practical King's Indian Defense - Part 2,https://www.modern-chess.com/course/the-practical-kings-indian-defense-part-2/20501/,course,video,opening,King%27s Indian Defense|1.d4,Both,IMKushager Krishnater,IM,1200.0,3000.0,intermediate,184.0,,0,1,1.0,1.0,1.0,,,,IM Kushager Krishnater's highly anticipated second installment of The Practical King's Indian Defense addresses the critical gap left by mainstream King's Indian literature: how to handle White's most challenging anti-KID systems with confidence and objective soundness.While Part 1 established Krish,intermediate,fallback_lmin,intermediate
mc__typical_structures_with_isolated_pawns,modern_chess,Typical Structures with Isolated Pawns,https://www.modern-chess.com/course/typical-structures-with-isolated-pawns/70468/,course,video,middlegame,,Both,GMDejan Bojkov,GM,2300.0,3000.0,expert,540.0,,0,1,1.0,0.0,0.0,,,,"Isolated pawns are one of the most important and instructive structural themes in chess. They occur in a wide range of openings – from the Queen’s Gambit and Tarrasch Defence to the Caro–Kann and Nimzo–Indian – and can arise after both 1.e4 and 1.d4, as well as in many flank openings.Understanding h",expert,range_only,expert
mc__vienna_game_for_white_top_level_repertoi,modern_chess,Vienna Game for White - Top-Level Repertoire,https://www.modern-chess.com/course/vienna-game-for-white-top-level-repertoire/30435/,course,video,opening,Vienna Game|1.e4,White,"GMBaadur Jobava, GMPier Luigi Basso",GM,1200.0,3000.0,intermediate,205.0,,0,1,1.0,1.0,1.0,,,,"August 9, 2025Vienna Game1.e4",intermediate,fallback_lmin,intermediate
mc__understand_the_stonewall_structures,modern_chess,Understand the Stonewall Structures,https://www.modern-chess.com/course/understand-the-stonewall-structures/80402/,course,video,middlegame,,Both,GMIoannis Papaioannou,GM,1200.0,3000.0,intermediate,360.0,,0,1,1.0,1.0,0.0,,,,"The Stonewall isn't just another opening variation you encounter occasionally. It's a strategic framework that shows up everywhere—from London Systems gone complex to Dutch Defenses, from Catalan transpositions to Semi-Slav surprises. Most players handle these positions by instinct alone, missing th",intermediate,fallback_lmin,intermediate
